to do item,<newline>*** TODO <capitalize>
Limit C8 heart 3,<newline>*** TODO [#C28] (3) <capitalize>
Limit C8 heart 4,<newline>*** TODO [#C28] (4) <capitalize>
Limit C8 heart 5,<newline>*** TODO [#C28] (5) <capitalize>
Limit C9 heart 1,<newline>*** TODO [#C29] (1) <capitalize>
Limit C9 heart 2,<newline>*** TODO [#C29] (2) <capitalize>
Limit C9 heart 3,<newline>*** TODO [#C29] (3) <capitalize>
Limit C9 heart 4,<newline>*** TODO [#C29] (4) <capitalize>
Limit C9 heart 5,<newline>*** TODO [#C29] (5) <capitalize>
Limit C10 heart 1,<newline>*** TODO [#C30] (1) <capitalize>
Limit C10 heart 2,<newline>*** TODO [#C30] (2) <capitalize>
Limit C10 heart 3,<newline>*** TODO [#C30] (3) <capitalize>
Limit C10 heart 4,<newline>*** TODO [#C30] (4) <capitalize>
Limit C10 heart 5,<newline>*** TODO [#C30] (5) <capitalize>
Limit A1 part 1,<newline>*** TODO [#A1] (1) <capitalize>
Limit A1 part 2,<newline>*** TODO [#A1] (2) <capitalize>
Limit A1 part 3,<newline>*** TODO [#A1] (3) <capitalize>
Limit A1 part 4,<newline>*** TODO [#A1] (4) <capitalize>
Limit A1 part 5,<newline>*** TODO [#A1] (5) <capitalize>
Limit A2 part 1,<newline>*** TODO [#A2] (1) <capitalize>
Limit A2 part 2,<newline>*** TODO [#A2] (2) <capitalize>
Limit A2 part 3,<newline>*** TODO [#A2] (3) <capitalize>
Limit A2 part 4,<newline>*** TODO [#A2] (4) <capitalize>
Limit A2 part 5,<newline>*** TODO [#A2] (5) <capitalize>
Limit A3 part 1,<newline>*** TODO [#A3] (1) <capitalize>
Limit A3 part 2,<newline>*** TODO [#A3] (2) <capitalize>
Limit A3 part 3,<newline>*** TODO [#A3] (3) <capitalize>
Limit A3 part 4,<newline>*** TODO [#A3] (4) <capitalize>
Limit A3 part 5,<newline>*** TODO [#A3] (5) <capitalize>
Limit A4 part 1,<newline>*** TODO [#A4] (1) <capitalize>
Limit A4 part 2,<newline>*** TODO [#A4] (2) <capitalize>
Limit A4 part 3,<newline>*** TODO [#A4] (3) <capitalize>
Limit A4 part 4,<newline>*** TODO [#A4] (4) <capitalize>
Limit A4 part 5,<newline>*** TODO [#A4] (5) <capitalize>
Limit A5 part 1,<newline>*** TODO [#A5] (1) <capitalize>
Limit A5 part 2,<newline>*** TODO [#A5] (2) <capitalize>
Limit A5 part 3,<newline>*** TODO [#A5] (3) <capitalize>
Limit A5 part 4,<newline>*** TODO [#A5] (4) <capitalize>
Limit A5 part 5,<newline>*** TODO [#A5] (5) <capitalize>
Limit A6 part 1,<newline>*** TODO [#A6] (1) <capitalize>
Limit A6 part 2,<newline>*** TODO [#A6] (2) <capitalize>
Limit A6 part 3,<newline>*** TODO [#A6] (3) <capitalize>
Limit A6 part 4,<newline>*** TODO [#A6] (4) <capitalize>
Limit A6 part 5,<newline>*** TODO [#A6] (5) <capitalize>
Limit A7 part 1,<newline>*** TODO [#A7] (1) <capitalize>
Limit A7 part 2,<newline>*** TODO [#A7] (2) <capitalize>
Limit A7 part 3,<newline>*** TODO [#A7] (3) <capitalize>
Limit A7 part 4,<newline>*** TODO [#A7] (4) <capitalize>
Limit A7 part 5,<newline>*** TODO [#A7] (5) <capitalize>
Limit A8 part 1,<newline>*** TODO [#A8] (1) <capitalize>
Limit A8 part 2,<newline>*** TODO [#A8] (2) <capitalize>
Limit A8 part 3,<newline>*** TODO [#A8] (3) <capitalize>
Limit A8 part 4,<newline>*** TODO [#A8] (4) <capitalize>
Limit A8 part 5,<newline>*** TODO [#A8] (5) <capitalize>
Limit A9 part 1,<newline>*** TODO [#A9] (1) <capitalize>
Limit A9 part 2,<newline>*** TODO [#A9] (2) <capitalize>
Limit A9 part 3,<newline>*** TODO [#A9] (3) <capitalize>
Limit A9 part 4,<newline>*** TODO [#A9] (4) <capitalize>
Limit A9 part 5,<newline>*** TODO [#A9] (5) <capitalize>
Limit A10 part 1,<newline>*** TODO [#A10] (1) <capitalize>
Limit A10 part 2,<newline>*** TODO [#A10] (2) <capitalize>
Limit A10 part 3,<newline>*** TODO [#A10] (3) <capitalize>
Limit A10 part 4,<newline>*** TODO [#A10] (4) <capitalize>
Limit A10 part 5,<newline>*** TODO [#A10] (5) <capitalize>
Limit B1 part 1,<newline>*** TODO [#B11] (1) <capitalize>
Limit B1 part 2,<newline>*** TODO [#B11] (2) <capitalize>
Limit B1 part 3,<newline>*** TODO [#B11] (3) <capitalize>
Limit B1 part 4,<newline>*** TODO [#B11] (4) <capitalize>
Limit B1 part 5,<newline>*** TODO [#B11] (5) <capitalize>
Limit B2 part 1,<newline>*** TODO [#B12] (1) <capitalize>
Limit B2 part 2,<newline>*** TODO [#B12] (2) <capitalize>
Limit B2 part 3,<newline>*** TODO [#B12] (3) <capitalize>
Limit B2 part 4,<newline>*** TODO [#B12] (4) <capitalize>
Limit B2 part 5,<newline>*** TODO [#B12] (5) <capitalize>
Limit B3 part 1,<newline>*** TODO [#B13] (1) <capitalize>
Limit B3 part 2,<newline>*** TODO [#B13] (2) <capitalize>
Limit B3 part 3,<newline>*** TODO [#B13] (3) <capitalize>
Limit B3 part 4,<newline>*** TODO [#B13] (4) <capitalize>
Limit B3 part 5,<newline>*** TODO [#B13] (5) <capitalize>
Limit B4 part 1,<newline>*** TODO [#B14] (1) <capitalize>
Limit B4 part 2,<newline>*** TODO [#B14] (2) <capitalize>
Limit B4 part 3,<newline>*** TODO [#B14] (3) <capitalize>
Limit B4 part 4,<newline>*** TODO [#B14] (4) <capitalize>
Limit B4 part 5,<newline>*** TODO [#B14] (5) <capitalize>
Limit B5 part 1,<newline>*** TODO [#B15] (1) <capitalize>
Limit B5 part 2,<newline>*** TODO [#B15] (2) <capitalize>
Limit B5 part 3,<newline>*** TODO [#B15] (3) <capitalize>
Limit B5 part 4,<newline>*** TODO [#B15] (4) <capitalize>
Limit B5 part 5,<newline>*** TODO [#B15] (5) <capitalize>
Limit B6 part 1,<newline>*** TODO [#B16] (1) <capitalize>
Limit B6 part 2,<newline>*** TODO [#B16] (2) <capitalize>
Limit B6 part 3,<newline>*** TODO [#B16] (3) <capitalize>
Limit B6 part 4,<newline>*** TODO [#B16] (4) <capitalize>
Limit B6 part 5,<newline>*** TODO [#B16] (5) <capitalize>
Limit B7 part 1,<newline>*** TODO [#B17] (1) <capitalize>
Limit B7 part 2,<newline>*** TODO [#B17] (2) <capitalize>
Limit B7 part 3,<newline>*** TODO [#B17] (3) <capitalize>
Limit B7 part 4,<newline>*** TODO [#B17] (4) <capitalize>
Limit B7 part 5,<newline>*** TODO [#B17] (5) <capitalize>
Limit B8 part 1,<newline>*** TODO [#B18] (1) <capitalize>
Limit B8 part 2,<newline>*** TODO [#B18] (2) <capitalize>
Limit B8 part 3,<newline>*** TODO [#B18] (3) <capitalize>
Limit B8 part 4,<newline>*** TODO [#B18] (4) <capitalize>
Limit B8 part 5,<newline>*** TODO [#B18] (5) <capitalize>
Limit B9 part 1,<newline>*** TODO [#B19] (1) <capitalize>
Limit B9 part 2,<newline>*** TODO [#B19] (2) <capitalize>
Limit B9 part 3,<newline>*** TODO [#B19] (3) <capitalize>
Limit B9 part 4,<newline>*** TODO [#B19] (4) <capitalize>
Limit B9 part 5,<newline>*** TODO [#B19] (5) <capitalize>
Limit B10 part 1,<newline>*** TODO [#B20] (1) <capitalize>
Limit B10 part 2,<newline>*** TODO [#B20] (2) <capitalize>
Limit B10 part 3,<newline>*** TODO [#B20] (3) <capitalize>
Limit B10 part 4,<newline>*** TODO [#B20] (4) <capitalize>
Limit B10 part 5,<newline>*** TODO [#B20] (5) <capitalize>
Limit C1 part 1,<newline>*** TODO [#C21] (1) <capitalize>
Limit C1 part 2,<newline>*** TODO [#C21] (2) <capitalize>
Limit C1 part 3,<newline>*** TODO [#C21] (3) <capitalize>
Limit C1 part 4,<newline>*** TODO [#C21] (4) <capitalize>
Limit C1 part 5,<newline>*** TODO [#C21] (5) <capitalize>
Limit C2 part 1,<newline>*** TODO [#C22] (1) <capitalize>
Limit C2 part 2,<newline>*** TODO [#C22] (2) <capitalize>
Limit C2 part 3,<newline>*** TODO [#C22] (3) <capitalize>
Limit C2 part 4,<newline>*** TODO [#C22] (4) <capitalize>
Limit C2 part 5,<newline>*** TODO [#C22] (5) <capitalize>
Limit C3 part 1,<newline>*** TODO [#C23] (1) <capitalize>
Limit C3 part 2,<newline>*** TODO [#C23] (2) <capitalize>
Limit C3 part 3,<newline>*** TODO [#C23] (3) <capitalize>
Limit C3 part 4,<newline>*** TODO [#C23] (4) <capitalize>
Limit C3 part 5,<newline>*** TODO [#C23] (5) <capitalize>
Limit C4 part 1,<newline>*** TODO [#C24] (1) <capitalize>
Limit C4 part 2,<newline>*** TODO [#C24] (2) <capitalize>
Limit C4 part 3,<newline>*** TODO [#C24] (3) <capitalize>
Limit C4 part 4,<newline>*** TODO [#C24] (4) <capitalize>
Limit C4 part 5,<newline>*** TODO [#C24] (5) <capitalize>
Limit C5 part 1,<newline>*** TODO [#C25] (1) <capitalize>
Limit C5 part 2,<newline>*** TODO [#C25] (2) <capitalize>
Limit C5 part 3,<newline>*** TODO [#C25] (3) <capitalize>
Limit C5 part 4,<newline>*** TODO [#C25] (4) <capitalize>
Limit C5 part 5,<newline>*** TODO [#C25] (5) <capitalize>
Limit C6 part 1,<newline>*** TODO [#C26] (1) <capitalize>
Limit C6 part 2,<newline>*** TODO [#C26] (2) <capitalize>
Limit C6 part 3,<newline>*** TODO [#C26] (3) <capitalize>
Limit C6 part 4,<newline>*** TODO [#C26] (4) <capitalize>
Limit C6 part 5,<newline>*** TODO [#C26] (5) <capitalize>
Limit C7 part 1,<newline>*** TODO [#C27] (1) <capitalize>
Limit C7 part 2,<newline>*** TODO [#C27] (2) <capitalize>
Limit C7 part 3,<newline>*** TODO [#C27] (3) <capitalize>
Limit C7 part 4,<newline>*** TODO [#C27] (4) <capitalize>
Limit C7 part 5,<newline>*** TODO [#C27] (5) <capitalize>
Limit C8 part 1,<newline>*** TODO [#C28] (1) <capitalize>
Limit C8 part 2,<newline>*** TODO [#C28] (2) <capitalize>
Limit C8 part 3,<newline>*** TODO [#C28] (3) <capitalize>
Limit C8 part 4,<newline>*** TODO [#C28] (4) <capitalize>
Limit C8 part 5,<newline>*** TODO [#C28] (5) <capitalize>
Limit C9 part 1,<newline>*** TODO [#C29] (1) <capitalize>
Limit C9 part 2,<newline>*** TODO [#C29] (2) <capitalize>
Limit C9 part 3,<newline>*** TODO [#C29] (3) <capitalize>
Limit C9 part 4,<newline>*** TODO [#C29] (4) <capitalize>
Limit C9 part 5,<newline>*** TODO [#C29] (5) <capitalize>
Limit C10 part 1,<newline>*** TODO [#C30] (1) <capitalize>
Limit C10 part 2,<newline>*** TODO [#C30] (2) <capitalize>
Limit C10 part 3,<newline>*** TODO [#C30] (3) <capitalize>
Limit C10 part 4,<newline>*** TODO [#C30] (4) <capitalize>
Limit C10 part 5,<newline>*** TODO [#C30] (5) <capitalize>
let me A1 part 1,<newline>*** TODO [#A1] (1) <capitalize>
let me A1 part 2,<newline>*** TODO [#A1] (2) <capitalize>
let me A1 part 3,<newline>*** TODO [#A1] (3) <capitalize>
let me A1 part 4,<newline>*** TODO [#A1] (4) <capitalize>
let me A1 part 5,<newline>*** TODO [#A1] (5) <capitalize>
let me A2 part 1,<newline>*** TODO [#A2] (1) <capitalize>
let me A2 part 2,<newline>*** TODO [#A2] (2) <capitalize>
let me A2 part 3,<newline>*** TODO [#A2] (3) <capitalize>
let me A2 part 4,<newline>*** TODO [#A2] (4) <capitalize>
let me A2 part 5,<newline>*** TODO [#A2] (5) <capitalize>
let me A3 part 1,<newline>*** TODO [#A3] (1) <capitalize>
let me A3 part 2,<newline>*** TODO [#A3] (2) <capitalize>
let me A3 part 3,<newline>*** TODO [#A3] (3) <capitalize>
let me A3 part 4,<newline>*** TODO [#A3] (4) <capitalize>
let me A3 part 5,<newline>*** TODO [#A3] (5) <capitalize>
let me A4 part 1,<newline>*** TODO [#A4] (1) <capitalize>
let me A4 part 2,<newline>*** TODO [#A4] (2) <capitalize>
let me A4 part 3,<newline>*** TODO [#A4] (3) <capitalize>
let me A4 part 4,<newline>*** TODO [#A4] (4) <capitalize>
let me A4 part 5,<newline>*** TODO [#A4] (5) <capitalize>
let me A5 part 1,<newline>*** TODO [#A5] (1) <capitalize>
let me A5 part 2,<newline>*** TODO [#A5] (2) <capitalize>
let me A5 part 3,<newline>*** TODO [#A5] (3) <capitalize>
let me A5 part 4,<newline>*** TODO [#A5] (4) <capitalize>
let me A5 part 5,<newline>*** TODO [#A5] (5) <capitalize>
let me A6 part 1,<newline>*** TODO [#A6] (1) <capitalize>
let me A6 part 2,<newline>*** TODO [#A6] (2) <capitalize>
let me A6 part 3,<newline>*** TODO [#A6] (3) <capitalize>
let me A6 part 4,<newline>*** TODO [#A6] (4) <capitalize>
let me A6 part 5,<newline>*** TODO [#A6] (5) <capitalize>
let me A7 part 1,<newline>*** TODO [#A7] (1) <capitalize>
let me A7 part 2,<newline>*** TODO [#A7] (2) <capitalize>
let me A7 part 3,<newline>*** TODO [#A7] (3) <capitalize>
let me A7 part 4,<newline>*** TODO [#A7] (4) <capitalize>
let me A7 part 5,<newline>*** TODO [#A7] (5) <capitalize>
let me A8 part 1,<newline>*** TODO [#A8] (1) <capitalize>
let me A8 part 2,<newline>*** TODO [#A8] (2) <capitalize>
let me A8 part 3,<newline>*** TODO [#A8] (3) <capitalize>
let me A8 part 4,<newline>*** TODO [#A8] (4) <capitalize>
let me A8 part 5,<newline>*** TODO [#A8] (5) <capitalize>
let me A9 part 1,<newline>*** TODO [#A9] (1) <capitalize>
let me A9 part 2,<newline>*** TODO [#A9] (2) <capitalize>
let me A9 part 3,<newline>*** TODO [#A9] (3) <capitalize>
let me A9 part 4,<newline>*** TODO [#A9] (4) <capitalize>
let me A9 part 5,<newline>*** TODO [#A9] (5) <capitalize>
let me A10 part 1,<newline>*** TODO [#A10] (1) <capitalize>
let me A10 part 2,<newline>*** TODO [#A10] (2) <capitalize>
let me A10 part 3,<newline>*** TODO [#A10] (3) <capitalize>
let me A10 part 4,<newline>*** TODO [#A10] (4) <capitalize>
let me A10 part 5,<newline>*** TODO [#A10] (5) <capitalize>
let me B1 part 1,<newline>*** TODO [#B11] (1) <capitalize>
let me B1 part 2,<newline>*** TODO [#B11] (2) <capitalize>
let me B1 part 3,<newline>*** TODO [#B11] (3) <capitalize>
let me B1 part 4,<newline>*** TODO [#B11] (4) <capitalize>
let me B1 part 5,<newline>*** TODO [#B11] (5) <capitalize>
let me B2 part 1,<newline>*** TODO [#B12] (1) <capitalize>
let me B2 part 2,<newline>*** TODO [#B12] (2) <capitalize>
let me B2 part 3,<newline>*** TODO [#B12] (3) <capitalize>
let me B2 part 4,<newline>*** TODO [#B12] (4) <capitalize>
let me B2 part 5,<newline>*** TODO [#B12] (5) <capitalize>
let me B3 part 1,<newline>*** TODO [#B13] (1) <capitalize>
let me B3 part 2,<newline>*** TODO [#B13] (2) <capitalize>
let me B3 part 3,<newline>*** TODO [#B13] (3) <capitalize>
let me B3 part 4,<newline>*** TODO [#B13] (4) <capitalize>
let me B3 part 5,<newline>*** TODO [#B13] (5) <capitalize>
let me B4 part 1,<newline>*** TODO [#B14] (1) <capitalize>
let me B4 part 2,<newline>*** TODO [#B14] (2) <capitalize>
let me B4 part 3,<newline>*** TODO [#B14] (3) <capitalize>
let me B4 part 4,<newline>*** TODO [#B14] (4) <capitalize>
let me B4 part 5,<newline>*** TODO [#B14] (5) <capitalize>
let me B5 part 1,<newline>*** TODO [#B15] (1) <capitalize>
let me B5 part 2,<newline>*** TODO [#B15] (2) <capitalize>
let me B5 part 3,<newline>*** TODO [#B15] (3) <capitalize>
let me B5 part 4,<newline>*** TODO [#B15] (4) <capitalize>
let me B5 part 5,<newline>*** TODO [#B15] (5) <capitalize>
let me B6 part 1,<newline>*** TODO [#B16] (1) <capitalize>
let me B6 part 2,<newline>*** TODO [#B16] (2) <capitalize>
let me B6 part 3,<newline>*** TODO [#B16] (3) <capitalize>
let me B6 part 4,<newline>*** TODO [#B16] (4) <capitalize>
let me B6 part 5,<newline>*** TODO [#B16] (5) <capitalize>
let me B7 part 1,<newline>*** TODO [#B17] (1) <capitalize>
let me B7 part 2,<newline>*** TODO [#B17] (2) <capitalize>
let me B7 part 3,<newline>*** TODO [#B17] (3) <capitalize>
let me B7 part 4,<newline>*** TODO [#B17] (4) <capitalize>
let me B7 part 5,<newline>*** TODO [#B17] (5) <capitalize>
let me B8 part 1,<newline>*** TODO [#B18] (1) <capitalize>
let me B8 part 2,<newline>*** TODO [#B18] (2) <capitalize>
let me B8 part 3,<newline>*** TODO [#B18] (3) <capitalize>
let me B8 part 4,<newline>*** TODO [#B18] (4) <capitalize>
let me B8 part 5,<newline>*** TODO [#B18] (5) <capitalize>
let me B9 part 1,<newline>*** TODO [#B19] (1) <capitalize>
let me B9 part 2,<newline>*** TODO [#B19] (2) <capitalize>
let me B9 part 3,<newline>*** TODO [#B19] (3) <capitalize>
let me B9 part 4,<newline>*** TODO [#B19] (4) <capitalize>
let me B9 part 5,<newline>*** TODO [#B19] (5) <capitalize>
let me B10 part 1,<newline>*** TODO [#B20] (1) <capitalize>
let me B10 part 2,<newline>*** TODO [#B20] (2) <capitalize>
let me B10 part 3,<newline>*** TODO [#B20] (3) <capitalize>
let me B10 part 4,<newline>*** TODO [#B20] (4) <capitalize>
let me B10 part 5,<newline>*** TODO [#B20] (5) <capitalize>
let me C1 part 1,<newline>*** TODO [#C21] (1) <capitalize>
let me C1 part 2,<newline>*** TODO [#C21] (2) <capitalize>
let me C1 part 3,<newline>*** TODO [#C21] (3) <capitalize>
let me C1 part 4,<newline>*** TODO [#C21] (4) <capitalize>
let me C1 part 5,<newline>*** TODO [#C21] (5) <capitalize>
let me C2 part 1,<newline>*** TODO [#C22] (1) <capitalize>
let me C2 part 2,<newline>*** TODO [#C22] (2) <capitalize>
let me C2 part 3,<newline>*** TODO [#C22] (3) <capitalize>
let me C2 part 4,<newline>*** TODO [#C22] (4) <capitalize>
let me C2 part 5,<newline>*** TODO [#C22] (5) <capitalize>
let me C3 part 1,<newline>*** TODO [#C23] (1) <capitalize>
let me C3 part 2,<newline>*** TODO [#C23] (2) <capitalize>
let me C3 part 3,<newline>*** TODO [#C23] (3) <capitalize>
let me C3 part 4,<newline>*** TODO [#C23] (4) <capitalize>
let me C3 part 5,<newline>*** TODO [#C23] (5) <capitalize>
let me C4 part 1,<newline>*** TODO [#C24] (1) <capitalize>
let me C4 part 2,<newline>*** TODO [#C24] (2) <capitalize>
let me C4 part 3,<newline>*** TODO [#C24] (3) <capitalize>
let me C4 part 4,<newline>*** TODO [#C24] (4) <capitalize>
let me C4 part 5,<newline>*** TODO [#C24] (5) <capitalize>
let me C5 part 1,<newline>*** TODO [#C25] (1) <capitalize>
let me C5 part 2,<newline>*** TODO [#C25] (2) <capitalize>
let me C5 part 3,<newline>*** TODO [#C25] (3) <capitalize>
let me C5 part 4,<newline>*** TODO [#C25] (4) <capitalize>
let me C5 part 5,<newline>*** TODO [#C25] (5) <capitalize>
let me C6 part 1,<newline>*** TODO [#C26] (1) <capitalize>
let me C6 part 2,<newline>*** TODO [#C26] (2) <capitalize>
let me C6 part 3,<newline>*** TODO [#C26] (3) <capitalize>
let me C6 part 4,<newline>*** TODO [#C26] (4) <capitalize>
let me C6 part 5,<newline>*** TODO [#C26] (5) <capitalize>
let me C7 part 1,<newline>*** TODO [#C27] (1) <capitalize>
let me C7 part 2,<newline>*** TODO [#C27] (2) <capitalize>
let me C7 part 3,<newline>*** TODO [#C27] (3) <capitalize>
let me C7 part 4,<newline>*** TODO [#C27] (4) <capitalize>
let me C7 part 5,<newline>*** TODO [#C27] (5) <capitalize>
let me C8 part 1,<newline>*** TODO [#C28] (1) <capitalize>
let me C8 part 2,<newline>*** TODO [#C28] (2) <capitalize>
let me C8 part 3,<newline>*** TODO [#C28] (3) <capitalize>
let me C8 part 4,<newline>*** TODO [#C28] (4) <capitalize>
let me C8 part 5,<newline>*** TODO [#C28] (5) <capitalize>
let me C9 part 1,<newline>*** TODO [#C29] (1) <capitalize>
let me C9 part 2,<newline>*** TODO [#C29] (2) <capitalize>
let me C9 part 3,<newline>*** TODO [#C29] (3) <capitalize>
let me C9 part 4,<newline>*** TODO [#C29] (4) <capitalize>
let me C9 part 5,<newline>*** TODO [#C29] (5) <capitalize>
let me C10 part 1,<newline>*** TODO [#C30] (1) <capitalize>
let me C10 part 2,<newline>*** TODO [#C30] (2) <capitalize>
let me C10 part 3,<newline>*** TODO [#C30] (3) <capitalize>
let me C10 part 4,<newline>*** TODO [#C30] (4) <capitalize>
let me C10 part 5,<newline>*** TODO [#C30] (5) <capitalize>
will it A1 part 1,<newline>*** TODO [#A1] (1) <capitalize>
will it A1 part 2,<newline>*** TODO [#A1] (2) <capitalize>
will it A1 part 3,<newline>*** TODO [#A1] (3) <capitalize>
will it A1 part 4,<newline>*** TODO [#A1] (4) <capitalize>
will it A1 part 5,<newline>*** TODO [#A1] (5) <capitalize>
will it A2 part 1,<newline>*** TODO [#A2] (1) <capitalize>
will it A2 part 2,<newline>*** TODO [#A2] (2) <capitalize>
will it A2 part 3,<newline>*** TODO [#A2] (3) <capitalize>
will it A2 part 4,<newline>*** TODO [#A2] (4) <capitalize>
will it A2 part 5,<newline>*** TODO [#A2] (5) <capitalize>
will it A3 part 1,<newline>*** TODO [#A3] (1) <capitalize>
will it A3 part 2,<newline>*** TODO [#A3] (2) <capitalize>
will it A3 part 3,<newline>*** TODO [#A3] (3) <capitalize>
will it A3 part 4,<newline>*** TODO [#A3] (4) <capitalize>
will it A3 part 5,<newline>*** TODO [#A3] (5) <capitalize>
will it A4 part 1,<newline>*** TODO [#A4] (1) <capitalize>
will it A4 part 2,<newline>*** TODO [#A4] (2) <capitalize>
will it A4 part 3,<newline>*** TODO [#A4] (3) <capitalize>
will it A4 part 4,<newline>*** TODO [#A4] (4) <capitalize>
will it A4 part 5,<newline>*** TODO [#A4] (5) <capitalize>
will it A5 part 1,<newline>*** TODO [#A5] (1) <capitalize>
will it A5 part 2,<newline>*** TODO [#A5] (2) <capitalize>
will it A5 part 3,<newline>*** TODO [#A5] (3) <capitalize>
will it A5 part 4,<newline>*** TODO [#A5] (4) <capitalize>
will it A5 part 5,<newline>*** TODO [#A5] (5) <capitalize>
will it A6 part 1,<newline>*** TODO [#A6] (1) <capitalize>
will it A6 part 2,<newline>*** TODO [#A6] (2) <capitalize>
will it A6 part 3,<newline>*** TODO [#A6] (3) <capitalize>
will it A6 part 4,<newline>*** TODO [#A6] (4) <capitalize>
will it A6 part 5,<newline>*** TODO [#A6] (5) <capitalize>
will it A7 part 1,<newline>*** TODO [#A7] (1) <capitalize>
will it A7 part 2,<newline>*** TODO [#A7] (2) <capitalize>
will it A7 part 3,<newline>*** TODO [#A7] (3) <capitalize>
will it A7 part 4,<newline>*** TODO [#A7] (4) <capitalize>
will it A7 part 5,<newline>*** TODO [#A7] (5) <capitalize>
will it A8 part 1,<newline>*** TODO [#A8] (1) <capitalize>
will it A8 part 2,<newline>*** TODO [#A8] (2) <capitalize>
will it A8 part 3,<newline>*** TODO [#A8] (3) <capitalize>
will it A8 part 4,<newline>*** TODO [#A8] (4) <capitalize>
will it A8 part 5,<newline>*** TODO [#A8] (5) <capitalize>
will it A9 part 1,<newline>*** TODO [#A9] (1) <capitalize>
will it A9 part 2,<newline>*** TODO [#A9] (2) <capitalize>
will it A9 part 3,<newline>*** TODO [#A9] (3) <capitalize>
will it A9 part 4,<newline>*** TODO [#A9] (4) <capitalize>
will it A9 part 5,<newline>*** TODO [#A9] (5) <capitalize>
will it A10 part 1,<newline>*** TODO [#A10] (1) <capitalize>
will it A10 part 2,<newline>*** TODO [#A10] (2) <capitalize>
will it A10 part 3,<newline>*** TODO [#A10] (3) <capitalize>
will it A10 part 4,<newline>*** TODO [#A10] (4) <capitalize>
will it A10 part 5,<newline>*** TODO [#A10] (5) <capitalize>
will it B1 part 1,<newline>*** TODO [#B11] (1) <capitalize>
will it B1 part 2,<newline>*** TODO [#B11] (2) <capitalize>
will it B1 part 3,<newline>*** TODO [#B11] (3) <capitalize>
will it B1 part 4,<newline>*** TODO [#B11] (4) <capitalize>
will it B1 part 5,<newline>*** TODO [#B11] (5) <capitalize>
will it B2 part 1,<newline>*** TODO [#B12] (1) <capitalize>
will it B2 part 2,<newline>*** TODO [#B12] (2) <capitalize>
will it B2 part 3,<newline>*** TODO [#B12] (3) <capitalize>
will it B2 part 4,<newline>*** TODO [#B12] (4) <capitalize>
will it B2 part 5,<newline>*** TODO [#B12] (5) <capitalize>
will it B3 part 1,<newline>*** TODO [#B13] (1) <capitalize>
will it B3 part 2,<newline>*** TODO [#B13] (2) <capitalize>
will it B3 part 3,<newline>*** TODO [#B13] (3) <capitalize>
will it B3 part 4,<newline>*** TODO [#B13] (4) <capitalize>
will it B3 part 5,<newline>*** TODO [#B13] (5) <capitalize>
will it B4 part 1,<newline>*** TODO [#B14] (1) <capitalize>
will it B4 part 2,<newline>*** TODO [#B14] (2) <capitalize>
will it B4 part 3,<newline>*** TODO [#B14] (3) <capitalize>
will it B4 part 4,<newline>*** TODO [#B14] (4) <capitalize>
will it B4 part 5,<newline>*** TODO [#B14] (5) <capitalize>
will it B5 part 1,<newline>*** TODO [#B15] (1) <capitalize>
will it B5 part 2,<newline>*** TODO [#B15] (2) <capitalize>
will it B5 part 3,<newline>*** TODO [#B15] (3) <capitalize>
will it B5 part 4,<newline>*** TODO [#B15] (4) <capitalize>
will it B5 part 5,<newline>*** TODO [#B15] (5) <capitalize>
will it B6 part 1,<newline>*** TODO [#B16] (1) <capitalize>
will it B6 part 2,<newline>*** TODO [#B16] (2) <capitalize>
will it B6 part 3,<newline>*** TODO [#B16] (3) <capitalize>
will it B6 part 4,<newline>*** TODO [#B16] (4) <capitalize>
will it B6 part 5,<newline>*** TODO [#B16] (5) <capitalize>
will it B7 part 1,<newline>*** TODO [#B17] (1) <capitalize>
will it B7 part 2,<newline>*** TODO [#B17] (2) <capitalize>
will it B7 part 3,<newline>*** TODO [#B17] (3) <capitalize>
will it B7 part 4,<newline>*** TODO [#B17] (4) <capitalize>
will it B7 part 5,<newline>*** TODO [#B17] (5) <capitalize>
will it B8 part 1,<newline>*** TODO [#B18] (1) <capitalize>
will it B8 part 2,<newline>*** TODO [#B18] (2) <capitalize>
will it B8 part 3,<newline>*** TODO [#B18] (3) <capitalize>
will it B8 part 4,<newline>*** TODO [#B18] (4) <capitalize>
will it B8 part 5,<newline>*** TODO [#B18] (5) <capitalize>
will it B9 part 1,<newline>*** TODO [#B19] (1) <capitalize>
will it B9 part 2,<newline>*** TODO [#B19] (2) <capitalize>
will it B9 part 3,<newline>*** TODO [#B19] (3) <capitalize>
will it B9 part 4,<newline>*** TODO [#B19] (4) <capitalize>
will it B9 part 5,<newline>*** TODO [#B19] (5) <capitalize>
will it B10 part 1,<newline>*** TODO [#B20] (1) <capitalize>
will it B10 part 2,<newline>*** TODO [#B20] (2) <capitalize>
will it B10 part 3,<newline>*** TODO [#B20] (3) <capitalize>
will it B10 part 4,<newline>*** TODO [#B20] (4) <capitalize>
will it B10 part 5,<newline>*** TODO [#B20] (5) <capitalize>
will it C1 part 1,<newline>*** TODO [#C21] (1) <capitalize>
will it C1 part 2,<newline>*** TODO [#C21] (2) <capitalize>
will it C1 part 3,<newline>*** TODO [#C21] (3) <capitalize>
will it C1 part 4,<newline>*** TODO [#C21] (4) <capitalize>
will it C1 part 5,<newline>*** TODO [#C21] (5) <capitalize>
